user_id,search_keyword,search_result_count,created_at
8170794,renungan,40,2021-03-12 00:00:00 UTC
8739837,Menu eat clean,40,2021-03-12 00:00:00 UTC
14554700,Naruto,40,2021-03-12 00:00:00 UTC
1416843,"tentang, untuk, karena",20,2021-03-12 00:00:00 UTC
8418246,YUMMY YET TRENDY DESSERT,20,2021-03-12 00:00:00 UTC
8402464,Komik pack,260,2021-03-12 00:00:00 UTC
7734837,hunter x hunter vol 336,20,2021-03-12 00:00:00 UTC
14554546,Rich+dad,119,2021-03-12 00:00:00 UTC
7580351,"buku TAK MASALAH MENJADI ORANG YANG BERBEDA (IT'S OKAY, YOU'RE JUST DIFFERENT)",20,2021-03-12 00:00:00 UTC
848337,GM SUSANTO,60,2021-03-12 00:00:00 UTC
7760739,haikyu,180,2021-03-12 00:00:00 UTC
14550539,akuntansi forensik,18,2021-03-12 00:00:00 UTC
8460651,la petite prince,60,2021-03-12 00:00:00 UTC
8460651,light novel,20,2021-03-12 00:00:00 UTC
7734837,huruf huruf pertamaku aneka ninatang,20,2021-03-12 00:00:00 UTC
12418585,the intelegent investor,80,2021-03-12 00:00:00 UTC
7760739,malu aku jadi orang indonesia,140,2021-03-12 00:00:00 UTC
1416843,CELERY JUICE,21,2021-03-12 00:00:00 UTC
860995,Mahir Berbahasa Indonesia,11,2021-03-12 00:00:00 UTC
8739837,Menu sehat,72,2021-03-12 00:00:00 UTC
9208196,Ronald E. Walpole,3,2021-03-12 00:00:00 UTC
1820243,Edukomik Keluarga Super Irit 34: Si Ahli Irit,20,2021-03-12 00:00:00 UTC
677510,Doraemon,40,2021-03-12 00:00:00 UTC
155770,seni membuat hidup,20,2021-03-12 00:00:00 UTC
7506568,nyanyian achilles,8,2021-03-12 00:00:00 UTC
1048314,Felix nesi,12,2021-03-12 00:00:00 UTC
14553382,Rintik sedi,6,2021-03-12 00:00:00 UTC
7506568,the song of achilles,4,2021-03-12 00:00:00 UTC
13511973,buku fnaf,20,2021-03-12 00:00:00 UTC
9194110,TOKYO GOUL,40,2021-03-12 00:00:00 UTC
2284093,italia,140,2021-03-12 00:00:00 UTC
14554466,design,140,2021-03-12 00:00:00 UTC
337632,aku hijrah,60,2021-03-12 00:00:00 UTC
9167194,qanza seri aku bisa,100,2021-03-12 00:00:00 UTC
14554611,Tes CPNS CAT,260,2021-03-12 00:00:00 UTC
8419276,the architectur of love,40,2021-03-12 00:00:00 UTC
10971619,uji kompetensi,19,2021-03-12 00:00:00 UTC
8425281,Problem Solving 101: A Simple Book for Smart People - Ken Watanabe,60,2021-03-12 00:00:00 UTC
7580351,neil armstrong,21,2021-03-12 00:00:00 UTC
12550078,KAGENO,2,2021-03-12 00:00:00 UTC
14554638,Security analysis benjamin graham dan david l,40,2021-03-12 00:00:00 UTC
952950,laura de nardis,60,2021-03-12 00:00:00 UTC
8214719,alquran sahabat,60,2021-03-12 00:00:00 UTC
1410852,Tony robbins,20,2021-03-12 00:00:00 UTC
7580351,one grat day,20,2021-03-12 00:00:00 UTC
7734837,the power of now,40,2021-03-12 00:00:00 UTC
1167305,kaisen,4,2021-03-12 00:00:00 UTC
10971619,Egosentris dan 25 jam,60,2021-03-12 00:00:00 UTC
6782767,sentosa sembiring,32,2021-03-12 00:00:00 UTC
7943483,buku anti malas,20,2021-03-12 00:00:00 UTC
8418246,HANIYAH DAN ALA DI RUMAH TETERUGA,20,2021-03-12 00:00:00 UTC
10425000,m. ryaas rasyid,2,2021-03-12 00:00:00 UTC
1325518,buku tema 8 kelas 4 daerah tempat tinggalku,100,2021-03-12 00:00:00 UTC
8475130,tas,360,2021-03-12 00:00:00 UTC
